absolute_path,relative_path,data_type,label,confidence,human_verified,bbox_left,bbox_top,bbox_right,bbox_bottom,file_height,file_width,DateTimeOriginal,DateTime,DateTimeDigitized,Latitude,Longitude,GPSLink,Altitude,Make,Model,Flash,ExifOffset,ResolutionUnit,YCbCrPositioning,XResolution,YResolution,ExifVersion,ComponentsConfiguration,FlashPixVersion,ColorSpace,ExifImageWidth,ISOSpeedRatings,ExifImageHeight,ExposureMode,WhiteBalance,SceneCaptureType,ExposureTime,Software,Sharpness,Saturation,ReferenceBlackWhite
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2023-12-27 09-08-40.JPG,img,boar,0.80657,FALSE,0,1,2304,1230,1296,2304,2023-12-27 09:08:40,2023-12-27 09:08:40,2023-12-27 09:08:40,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.008333333333333333,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2023-12-27 19-37-20.JPG,img,raccoon,0.59215,FALSE,0,1,2304,1228,1296,2304,2023-12-27 19:37:19,2023-12-27 19:37:19,2023-12-27 19:37:19,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,13,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,200,1296,0,288,0,0.0005,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2023-12-27 20-00-54.JPG,img,unidentified animal,0.961,FALSE,0,1,2304,1229,1296,2304,2023-12-27 20:00:54,2023-12-27 20:00:54,2023-12-27 20:00:54,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,13,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,200,1296,0,288,0,0.0005,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2023-12-31 20-35-12.JPG,img,rabbit,0.99202,FALSE,1718,930,2064,1118,1296,2304,2023-12-31 20:35:11,2023-12-31 20:35:11,2023-12-31 20:35:11,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,13,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,200,1296,0,288,0,0.008333333333333333,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2023-12-31 20-35-12.JPG,img,rabbit,0.99387,FALSE,938,958,1231,1086,1296,2304,2023-12-31 20:35:11,2023-12-31 20:35:11,2023-12-31 20:35:11,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,13,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,200,1296,0,288,0,0.008333333333333333,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-02 14-26-30.JPG,img,bird,0.91418,FALSE,105,804,681,1117,1296,2304,2024-01-02 14:26:29,2024-01-02 14:26:29,2024-01-02 14:26:29,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.002,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-02 18-58-12.JPG,img,raccoon,0.72684,FALSE,0,4,2302,1230,1296,2304,2024-01-02 18:58:11,2024-01-02 18:58:11,2024-01-02 18:58:11,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,13,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,200,1296,0,288,0,0.000125,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-04 15-57-58.JPG,img,deer,0.99735,FALSE,1806,935,2162,1137,1296,2304,2024-01-04 15:57:57,2024-01-04 15:57:57,2024-01-04 15:57:57,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.008333333333333333,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-04 15-57-58.JPG,img,boar,0.72545,FALSE,382,0,2303,1230,1296,2304,2024-01-04 15:57:57,2024-01-04 15:57:57,2024-01-04 15:57:57,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.008333333333333333,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-04 15-58-28.JPG,img,cow,0.7248,FALSE,0,1,2304,1229,1296,2304,2024-01-04 15:58:28,2024-01-04 15:58:28,2024-01-04 15:58:28,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.008333333333333333,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-05 15-35-50.JPG,img,person,0.582,FALSE,0,2,2304,1229,1296,2304,2024-01-05 15:35:50,2024-01-05 15:35:50,2024-01-05 15:35:50,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.01,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-05 15-36-02.JPG,img,unidentified animal,0.313,FALSE,0,1107,318,1231,1296,2304,2024-01-05 15:36:01,2024-01-05 15:36:01,2024-01-05 15:36:01,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.008333333333333333,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-05 15-36-12.JPG,img,person,0.599,FALSE,0,1,2304,1229,1296,2304,2024-01-05 15:36:13,2024-01-05 15:36:13,2024-01-05 15:36:13,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.002,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-05 16-06-20.JPG,img,person,0.54,FALSE,1,720,1096,1229,1296,2304,2024-01-05 16:06:20,2024-01-05 16:06:20,2024-01-05 16:06:20,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.001,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-06 09-40-18.JPG,img,person,0.951,FALSE,0,1,747,1078,1296,2304,2024-01-06 09:40:17,2024-01-06 09:40:17,2024-01-06 09:40:17,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.002,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-06 09-40-32.JPG,img,person,0.946,FALSE,662,1,1342,922,1296,2304,2024-01-06 09:40:32,2024-01-06 09:40:32,2024-01-06 09:40:32,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.002,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-06 10-34-40.JPG,img,unidentified animal,0.406,FALSE,0,826,235,1230,1296,2304,2024-01-06 10:34:40,2024-01-06 10:34:40,2024-01-06 10:34:40,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.002,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-06 10-34-40.JPG,img,deer,0.91987,FALSE,1402,785,1577,876,1296,2304,2024-01-06 10:34:40,2024-01-06 10:34:40,2024-01-06 10:34:40,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.002,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-08 09-45-02.JPG,img,deer,0.59573,FALSE,1272,833,1451,919,1296,2304,2024-01-08 09:45:03,2024-01-08 09:45:03,2024-01-08 09:45:03,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.001,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-08 09-45-02.JPG,img,coyote,0.57571,FALSE,908,847,1050,953,1296,2304,2024-01-08 09:45:03,2024-01-08 09:45:03,2024-01-08 09:45:03,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.001,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-08 12-19-40.JPG,img,unidentified animal,0.396,FALSE,1287,840,1457,923,1296,2304,2024-01-08 12:19:41,2024-01-08 12:19:41,2024-01-08 12:19:41,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.002,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-08 13-54-28.JPG,img,unidentified animal,0.312,FALSE,1294,844,1433,927,1296,2304,2024-01-08 13:54:28,2024-01-08 13:54:28,2024-01-08 13:54:28,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.002,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-08 14-18-26.JPG,img,unidentified animal,0.358,FALSE,1289,849,1430,928,1296,2304,2024-01-08 14:18:26,2024-01-08 14:18:26,2024-01-08 14:18:26,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.002,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-08 14-19-48.JPG,img,coyote,0.99982,FALSE,1289,848,1431,927,1296,2304,2024-01-08 14:19:48,2024-01-08 14:19:48,2024-01-08 14:19:48,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.002,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-08 14-23-38.JPG,img,coyote,0.99745,FALSE,1288,847,1438,930,1296,2304,2024-01-08 14:23:38,2024-01-08 14:23:38,2024-01-08 14:23:38,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.002,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-08 14-27-08.JPG,img,coyote,0.99942,FALSE,1289,847,1436,929,1296,2304,2024-01-08 14:27:07,2024-01-08 14:27:07,2024-01-08 14:27:07,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.002,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-08 14-30-14.JPG,img,coyote,0.9987,FALSE,1289,848,1446,931,1296,2304,2024-01-08 14:30:13,2024-01-08 14:30:13,2024-01-08 14:30:13,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.002,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-08 14-30-24.JPG,img,coyote,0.99995,FALSE,1289,848,1439,929,1296,2304,2024-01-08 14:30:24,2024-01-08 14:30:24,2024-01-08 14:30:24,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.002,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-08 14-37-28.JPG,img,coyote,0.99997,FALSE,1289,848,1440,928,1296,2304,2024-01-08 14:37:27,2024-01-08 14:37:27,2024-01-08 14:37:27,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.002,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-08 14-38-44.JPG,img,unidentified animal,0.344,FALSE,1289,848,1441,928,1296,2304,2024-01-08 14:38:43,2024-01-08 14:38:43,2024-01-08 14:38:43,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.002,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-08 14-39-30.JPG,img,unidentified animal,0.33,FALSE,1289,848,1435,928,1296,2304,2024-01-08 14:39:29,2024-01-08 14:39:29,2024-01-08 14:39:29,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.002,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-08 14-47-06.JPG,img,unidentified animal,0.357,FALSE,1288,848,1439,928,1296,2304,2024-01-08 14:47:05,2024-01-08 14:47:05,2024-01-08 14:47:05,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.002,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-08 14-48-26.JPG,img,coyote,0.99998,FALSE,1290,848,1437,927,1296,2304,2024-01-08 14:48:25,2024-01-08 14:48:25,2024-01-08 14:48:25,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.002,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-08 14-49-46.JPG,img,coyote,0.99994,FALSE,1290,849,1438,926,1296,2304,2024-01-08 14:49:46,2024-01-08 14:49:46,2024-01-08 14:49:46,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.002,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-09 08-25-30.JPG,img,unidentified animal,0.668,FALSE,928,841,1032,934,1296,2304,2024-01-09 08:25:29,2024-01-09 08:25:29,2024-01-09 08:25:29,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.008333333333333333,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-09 08-25-30.JPG,img,coyote,0.68163,FALSE,1292,828,1446,915,1296,2304,2024-01-09 08:25:29,2024-01-09 08:25:29,2024-01-09 08:25:29,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.008333333333333333,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-09 08-25-30.JPG,img,other,0.9849,FALSE,0,318,374,1009,1296,2304,2024-01-09 08:25:29,2024-01-09 08:25:29,2024-01-09 08:25:29,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.008333333333333333,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-09 08-25-40.JPG,img,unidentified animal,0.686,FALSE,0,357,192,769,1296,2304,2024-01-09 08:25:39,2024-01-09 08:25:39,2024-01-09 08:25:39,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.008333333333333333,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-09 08-26-10.JPG,img,unidentified animal,0.387,FALSE,1292,829,1450,911,1296,2304,2024-01-09 08:26:10,2024-01-09 08:26:10,2024-01-09 08:26:10,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.008333333333333333,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-09 08-26-10.JPG,img,coyote,0.61002,FALSE,926,841,1032,933,1296,2304,2024-01-09 08:26:10,2024-01-09 08:26:10,2024-01-09 08:26:10,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.008333333333333333,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-09 08-26-10.JPG,img,boar,0.99793,FALSE,1687,250,2304,1017,1296,2304,2024-01-09 08:26:10,2024-01-09 08:26:10,2024-01-09 08:26:10,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.008333333333333333,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-09 13-29-56.JPG,img,deer,0.53132,FALSE,1286,851,1467,931,1296,2304,2024-01-09 13:29:55,2024-01-09 13:29:55,2024-01-09 13:29:55,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.002,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-09 13-29-56.JPG,img,boar,0.99898,FALSE,0,425,659,972,1296,2304,2024-01-09 13:29:55,2024-01-09 13:29:55,2024-01-09 13:29:55,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.002,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-10 03-26-14.JPG,img,fox,0.98415,FALSE,0,557,910,1229,1296,2304,2024-01-10 03:26:13,2024-01-10 03:26:13,2024-01-10 03:26:13,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,13,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,200,1296,0,288,0,0.001,BS975_ 1904180A,0,,
