absolute_path,relative_path,data_type,label,confidence,human_verified,bbox_left,bbox_top,bbox_right,bbox_bottom,file_height,file_width,DateTimeOriginal,DateTime,DateTimeDigitized,Latitude,Longitude,GPSLink,Altitude,Make,Model,Flash,ExifOffset,ResolutionUnit,YCbCrPositioning,XResolution,YResolution,ExifVersion,ComponentsConfiguration,FlashPixVersion,ColorSpace,ExifImageWidth,ISOSpeedRatings,ExifImageHeight,ExposureMode,WhiteBalance,SceneCaptureType,ExposureTime,Software,Sharpness,Saturation,ReferenceBlackWhite
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 15-20-00 M 2_3.JPG,img,person,0.483,FALSE,0,31,928,695,1152,2048,2024-01-05 15:20:00,2024-01-05 15:20:00,2024-01-05 15:20:00,,,,,RECONYX,HYPERFIRE 2 COVERT,24,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,0,0.0010416666666666667,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 15-20-01 M 3_3.JPG,img,person,0.614,FALSE,0,33,1110,904,1152,2048,2024-01-05 15:20:01,2024-01-05 15:20:01,2024-01-05 15:20:01,,,,,RECONYX,HYPERFIRE 2 COVERT,24,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,0,0.00125,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 15-20-02 M 1_3.JPG,img,unidentified animal,0.476,FALSE,1248,945,1993,1119,1152,2048,2024-01-05 15:20:02,2024-01-05 15:20:02,2024-01-05 15:20:02,,,,,RECONYX,HYPERFIRE 2 COVERT,24,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,0,0.0035416666666666665,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 15-20-02 M 1_3.JPG,img,person,0.563,FALSE,1,31,2042,1117,1152,2048,2024-01-05 15:20:02,2024-01-05 15:20:02,2024-01-05 15:20:02,,,,,RECONYX,HYPERFIRE 2 COVERT,24,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,0,0.0035416666666666665,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 15-20-50 M 1_3.JPG,img,person,0.968,FALSE,1,31,1128,744,1152,2048,2024-01-05 15:20:50,2024-01-05 15:20:50,2024-01-05 15:20:50,,,,,RECONYX,HYPERFIRE 2 COVERT,24,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,0,0.0014583333333333334,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 15-20-50 M 2_3.JPG,img,person,0.955,FALSE,1,32,1153,742,1152,2048,2024-01-05 15:20:50,2024-01-05 15:20:50,2024-01-05 15:20:50,,,,,RECONYX,HYPERFIRE 2 COVERT,24,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,0,0.0014583333333333334,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 15-20-51 M 3_3.JPG,img,person,0.958,FALSE,0,33,813,744,1152,2048,2024-01-05 15:20:51,2024-01-05 15:20:51,2024-01-05 15:20:51,,,,,RECONYX,HYPERFIRE 2 COVERT,24,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,0,0.0014583333333333334,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 15-20-52 M 1_3.JPG,img,person,0.961,FALSE,0,32,727,744,1152,2048,2024-01-05 15:20:52,2024-01-05 15:20:52,2024-01-05 15:20:52,,,,,RECONYX,HYPERFIRE 2 COVERT,24,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,0,0.0015625,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 15-25-19 M 1_3.JPG,img,person,0.847,FALSE,1409,133,1636,577,1152,2048,2024-01-05 15:25:19,2024-01-05 15:25:19,2024-01-05 15:25:19,,,,,RECONYX,HYPERFIRE 2 COVERT,24,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,0,0.0014583333333333334,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 15-25-20 M 2_3.JPG,img,person,0.815,FALSE,1163,126,1401,653,1152,2048,2024-01-05 15:25:20,2024-01-05 15:25:20,2024-01-05 15:25:20,,,,,RECONYX,HYPERFIRE 2 COVERT,24,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,0,0.0014583333333333334,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 15-25-20 M 3_3.JPG,img,person,0.818,FALSE,847,127,1100,560,1152,2048,2024-01-05 15:25:20,2024-01-05 15:25:20,2024-01-05 15:25:20,,,,,RECONYX,HYPERFIRE 2 COVERT,24,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,0,0.0014583333333333334,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 17-46-38 M 1_3.JPG,img,rodent,0.99236,FALSE,0,660,194,837,1152,2048,2024-01-05 17:46:38,2024-01-05 17:46:38,2024-01-05 17:46:38,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,0,0.0071875,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 17-46-40 M 2_3.JPG,img,rodent,0.99362,FALSE,0,661,194,832,1152,2048,2024-01-05 17:46:40,2024-01-05 17:46:40,2024-01-05 17:46:40,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,0,0.0071875,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 17-46-40 M 3_3.JPG,img,rodent,0.93192,FALSE,0,661,193,837,1152,2048,2024-01-05 17:46:40,2024-01-05 17:46:40,2024-01-05 17:46:40,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,0,0.0071875,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 17-46-45 M 1_3.JPG,img,rodent,0.99993,FALSE,230,610,677,754,1152,2048,2024-01-05 17:46:45,2024-01-05 17:46:45,2024-01-05 17:46:45,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,0,0.0071875,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 17-46-45 M 2_3.JPG,img,rodent,0.99993,FALSE,541,610,782,741,1152,2048,2024-01-05 17:46:45,2024-01-05 17:46:45,2024-01-05 17:46:45,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,0,0.0071875,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 17-46-46 M 3_3.JPG,img,rabbit,0.99673,FALSE,722,595,823,701,1152,2048,2024-01-05 17:46:46,2024-01-05 17:46:46,2024-01-05 17:46:46,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,0,0.0071875,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 17-46-48 M 1_3.JPG,img,rodent,0.9985,FALSE,263,651,574,775,1152,2048,2024-01-05 17:46:48,2024-01-05 17:46:48,2024-01-05 17:46:48,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,0,0.0071875,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 17-46-49 M 2_3.JPG,img,rodent,0.99637,FALSE,263,651,581,775,1152,2048,2024-01-05 17:46:49,2024-01-05 17:46:49,2024-01-05 17:46:49,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,0,0.0071875,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 18-13-34 M 1_3.JPG,img,rabbit,0.98481,FALSE,1818,716,2048,904,1152,2048,2024-01-05 18:13:34,2024-01-05 18:13:34,2024-01-05 18:13:34,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 18-13-35 M 2_3.JPG,img,rodent,0.96598,FALSE,993,577,1290,785,1152,2048,2024-01-05 18:13:35,2024-01-05 18:13:35,2024-01-05 18:13:35,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 18-13-36 M 3_3.JPG,img,rabbit,0.99911,FALSE,674,576,785,675,1152,2048,2024-01-05 18:13:36,2024-01-05 18:13:36,2024-01-05 18:13:36,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 18-13-37 M 1_3.JPG,img,rodent,0.98376,FALSE,0,600,313,803,1152,2048,2024-01-05 18:13:37,2024-01-05 18:13:37,2024-01-05 18:13:37,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.007395833333333333,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 18-13-38 M 3_3.JPG,img,unidentified animal,0.39,FALSE,796,414,1004,683,1152,2048,2024-01-05 18:13:38,2024-01-05 18:13:38,2024-01-05 18:13:38,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.007395833333333333,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 18-13-41 M 1_3.JPG,img,rabbit,0.9972,FALSE,725,602,873,716,1152,2048,2024-01-05 18:13:41,2024-01-05 18:13:41,2024-01-05 18:13:41,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.007395833333333333,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 18-13-42 M 2_3.JPG,img,rodent,0.97368,FALSE,815,600,1051,711,1152,2048,2024-01-05 18:13:42,2024-01-05 18:13:42,2024-01-05 18:13:42,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.007395833333333333,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 18-13-43 M 3_3.JPG,img,rodent,0.99952,FALSE,1176,605,1595,720,1152,2048,2024-01-05 18:13:43,2024-01-05 18:13:43,2024-01-05 18:13:43,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.007395833333333333,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 18-19-58 M 1_3.JPG,img,rodent,0.99795,FALSE,0,625,371,758,1152,2048,2024-01-05 18:19:58,2024-01-05 18:19:58,2024-01-05 18:19:58,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 18-19-58 M 2_3.JPG,img,rodent,0.99991,FALSE,218,618,551,750,1152,2048,2024-01-05 18:19:58,2024-01-05 18:19:58,2024-01-05 18:19:58,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 18-19-59 M 3_3.JPG,img,rodent,0.52869,FALSE,425,532,635,676,1152,2048,2024-01-05 18:19:59,2024-01-05 18:19:59,2024-01-05 18:19:59,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 18-20-02 M 1_3.JPG,img,rodent,0.99991,FALSE,1331,566,1522,808,1152,2048,2024-01-05 18:20:02,2024-01-05 18:20:02,2024-01-05 18:20:02,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 18-20-03 M 2_3.JPG,img,rabbit,0.98924,FALSE,1334,598,1543,982,1152,2048,2024-01-05 18:20:03,2024-01-05 18:20:03,2024-01-05 18:20:03,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 18-20-04 M 3_3.JPG,img,rabbit,0.99753,FALSE,1601,930,1975,1119,1152,2048,2024-01-05 18:20:04,2024-01-05 18:20:04,2024-01-05 18:20:04,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 18-20-42 M 1_3.JPG,img,rodent,0.99963,FALSE,678,675,1253,846,1152,2048,2024-01-05 18:20:42,2024-01-05 18:20:42,2024-01-05 18:20:42,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 18-20-42 M 2_3.JPG,img,rodent,0.99936,FALSE,751,676,1255,847,1152,2048,2024-01-05 18:20:42,2024-01-05 18:20:42,2024-01-05 18:20:42,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 18-20-43 M 3_3.JPG,img,rabbit,0.78928,FALSE,1081,655,1211,815,1152,2048,2024-01-05 18:20:43,2024-01-05 18:20:43,2024-01-05 18:20:43,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 18-20-46 M 1_3.JPG,img,rodent,0.99993,FALSE,805,598,1147,693,1152,2048,2024-01-05 18:20:46,2024-01-05 18:20:46,2024-01-05 18:20:46,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 18-20-47 M 2_3.JPG,img,rodent,0.99996,FALSE,728,594,1065,698,1152,2048,2024-01-05 18:20:47,2024-01-05 18:20:47,2024-01-05 18:20:47,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
